entity,country_code
ジャンディラ,BR
然迪拉,BR
잔지라,BR
fujimino,JP
फ़ुजिमिनो,JP
ฟูจิมิโนะ,JP
ふじみ野,JP
富士見野,JP
후지미노,JP
doncaster,GB
डॉनकास्टर,GB
ดองคัสเตอร์,GB
ドンカスター,GB
唐卡斯特,GB
돈커스터,GB
binh thuy,VN
bình thủy,VN
บิ่ญถวี,VN
ビントゥイ,VN
平水,VN
빈투이,VN
giumri,AM
gjumri,AM
gyumri,AM
ग्युमरी,AM
กียุมรี,AM
ギュムリ,AM
久姆里,AM
귬리,AM
bremerhaven,DE
ब्रेमरहाफेन,DE
เบรเมอร์ฮาเฟิน,DE
ブレーマーハーフェン,DE
不来梅哈芬,DE
브레머하펜,DE
dumaguete,PH
डुमगुएट,PH
ดูมาเกเต,PH
ドゥマゲテ,PH
杜马格特,PH
두마게테,PH
13e arrondissement de budapest,HU
budapest xiii. keruelet,HU
distretto xiii di budapest,HU
district xiii of budapest,HU
distrito xiii de budapest,HU
dzielnica xiii budapesztu,HU
xiii. budapester bezirk,HU
ブダペスト13区,HU
布达佩斯第十三区,HU
부다페스트 13구,HU
nippes,DE
ニッペス,DE
尼佩斯,DE
니페스,DE
jaen,ES
jaén,ES
हाएन,ES
ฆาเอน,ES
ハエン,ES
哈恩,ES
하엔,ES
chorzow,PL
chorzów,PL
ख़ोझ़ूफ़,PL
คอชุฟ,PL
ホジュフ,PL
霍茹夫,PL
호주프,PL
porz am rhein,DE
ポルツ・アム・ライン,DE
莱茵河畔波尔茨,DE
포르츠암라인,DE
elmhurst,US
एल्महर्स्ट,US
เอล์มเฮิร์สต์,US
エルムハースト,US
埃尔姆赫斯特,US
엘름허스트,US
kamsar,GN
कामसर,GN
กัมซาร์,GN
カムサル,GN
卡姆萨尔,GN
캄사르,GN
yaritagua,VE
यारीतागुआ,VE
ยาริตากัว,VE
ヤリタグア,VE
亞里塔瓜,VE
야리타과,VE
khwisero,KE
costa mesa,US
कोस्टा मेसा,US
คอสตาเมซา,US
コスタメサ,US
科斯塔梅薩,US
코스타메사,US
dźhundźhunu,IN
jhunjhunu,IN
jhunjhunun,IN
झुंझुनू,IN
จุนชุนู,IN
ジュunjhunuー,IN
久恩久努,IN
준주누,IN
miami gardens,US
मियामी गार्डन्स,US
ไมแอมีการ์เดนส์,US
マイアミガーデンズ,US
迈阿密花园,US
마이애미가든스,US
acailandia,BR
açailândia,BR
アサイランジア,BR
阿萨伊兰迪亚,BR
아사일란지아,BR
guaymas,MX
ग्वायमास,MX
กวยมัส,MX
グアイマス,MX
瓜伊马斯,MX
과이마스,MX
chesterfield,GB
चेस्टरफ़ील्ड,GB
เชสเตอร์ฟีลด์,GB
チェスターフィールド,GB
切斯特菲尔德,GB
체스터필드,GB
north peoria,US
नॉर्थ पियोरिया,US
ノースピオリア,US
北皮奥里亚,US
노스피오리아,US
clearwater,US
क्लियरवॉटर,US
เคลียร์วอเทอร์,US
クリアウォーター,US
克利尔沃特,US
클리어워터,US
chtchiolkovo,RU
schtscholkowo,RU
shchyolkovo,RU
shchólkovo,RU
szczołkowo,RU
ščëlkovo,RU
श्योल्कोवो,RU
ชโชลโคโว,RU
シチョルコヴォ,RU
晓尔科沃,RU
숄코보,RU
al fashn,EG
al-faschn,EG
al-faszn,EG
el-fashn,EG
अल फश्न,EG
อัลฟัชน,EG
アル・ファシン,EG
法什恩,EG
알파신,EG
fairfield,US
फेयरफील्ड,US
แฟร์ฟีลด์,US
フェアフィールド,US
费尔菲尔德,US
페어필드,US
alanya,TR
अलान्या,TR
อลันยา,TR
アランヤ,TR
阿拉尼亚,TR
알라니아,TR
guanabacoa,CU
グアナバコア,CU
瓜纳瓦科阿,CU
과나바코아,CU
hammanskraal,ZA
हामंस्क्राल,ZA
ฮัมมันสครัล,ZA
ハマンanskraal,ZA
哈曼斯克拉尔,ZA
하만스크랄,ZA
oshu,JP
ओशू,JP
โอชู,JP
奥州,JP
오슈,JP
taourirt,MA
tawrirt,MA
ताउरिर्ट,MA
ตาอูรีร์ต,MA
タウリルト,MA
陶里尔特,MA
타우리르트,MA
talkha,EG
तल्खा,EG
ฏอลคา,EG
タルハ,EG
泰勒哈,EG
탈하,EG
neili,TW
nội lịch,TW
เน่ยลี่,TW
內壢,TW
内壢,TW
네이리,TW
vihari,PK
विहाड़ी,PK
วิหารี,PK
ヴィハーリー,PK
维哈里,PK
비하리,PK
taonan,CN
taonán,CN
youkaichi,JP
yōkaichi,JP
đào nam,CN
ताओनान,CN
योकाइची,JP
เถาหนาน,CN
โยไกจิ,JP
八日市,JP
洮南,CN
요카이치,JP
타오난,CN
satara,IN
सातारा,IN
สาตารา,IN
サタラ,IN
萨塔拉,IN
사타라,IN
kazo,JP
काज़ो,JP
คาโซ,JP
加須,JP
加须,JP
santa lucia cotzumalguapa,GT
santa lucía cotzumalguapa,GT
サンタ・ルシア・コツマルグアパ,GT
圣卢西亚科特苏马尔瓜帕,GT
산타루시아코츠말과파,GT
joenkoeping,SE
jönköping,SE
यॉनशोपिंग,SE
เยินเชอปิง,SE
ヨンショーピング,SE
延雪平,SE
옌셰핑,SE
tayabas,PH
तयाबास,PH
ตายาบัส,PH
タヤバス,PH
塔亚巴斯,PH
타야바스,PH
chandausi,IN
chanduasi,IN
चंदौसी,IN
จันเดาสี,IN
チャンダウシ,IN
钱达乌西,IN
찬다우시,IN
bagaha,IN
बगहा,IN
บากาฮา,IN
バガハ,IN
巴加哈,IN
바가하,IN
neftejugansk,RU
nefteyugansk,RU
nefteïougansk,RU
nieftiejugansk,RU
नेफ़्तेयुगांस्क,RU
เนฟเตยูกันสค์,RU
ネフチェユガンスク,RU
涅夫捷尤甘斯克,RU
네프테유간스크,RU
reutlingen,DE
रॉयटलिंगन,DE
รอยท์ลิงเงิน,DE
ロイトリンゲン,DE
罗伊特林根,DE
로이틀링겐,DE
bushwick,US
बुशविक,US
บุชวิก,US
ブッシュウィック,US
布什维克,US
부시윅,US
upata,VE
उपाता,VE
ウパタ,VE
烏帕塔,VE
우파타,VE
shaowu,CN
thiệu vũ,CN
शाओवु,CN
เช่าอู่,CN
邵武,CN
샤오우,CN
mengmao,CN
mãnh mão,CN
मेंगमाओ,CN
เมืองมาว,CN
モンマオ,CN
勐卯,CN
멍마오,CN
lawang,ID
लावांग,ID
ลาวัง,ID
拉旺,ID
bouskoura,MA
बूसकूरा,MA
บูสคูรา,MA
ブスクラ,MA
布斯库拉,MA
부스쿠라,MA
sathmar,RO
satu mare,RO
सातू मारे,RO
ซาตูมาเร,RO
サトゥ・マーレ,RO
萨图马雷,RO
사투마레,RO
thanh hoa,VN
thanh hóa,VN
थान होआ,VN
ทัญฮว้า,VN
タインホア,VN
清化,VN
타인호아,VN
kamalia,PK
कमालिया,PK
กามาเลีย,PK
カマリア,PK
卡马利亚,PK
카말리아,PK
kisii,KE
किसी,KE
คิซิอิ,KE
キシイ,KE
키시,KE
ermelino matarazzo,BR
एर्मेलिनो माताराज़ो,BR
เอร์เมลีนู มาตาราซซู,BR
エルメリーノ・マタラッツォ,BR
埃爾梅利諾馬塔拉佐,BR
에르멜리누 마타라주,BR
guanare,VE
गुआणारे,VE
กัวนาเร,VE
グアナレ,VE
瓜纳雷,VE
과나레,VE
ngũ chỉ sơn,CN
wuzhishan,CN
वुझीशान,CN
อู๋จื่อซาน,CN
五指山,CN
우즈산,CN
gravesend,US
ग्रेवज़ेंड,US
เกรฟเซนด์,US
グレイブゼンド,US
格雷夫森德,US
그레이브젠드,US
gondal,IN
गोंडल,IN
กอนดัล,IN
ゴーンダル,IN
곤달,IN
faridpur,BD
फरीदपुर,BD
ฟาริดปูร์,BD
ファリドプル,BD
弗里德布尔,BD
파리드푸르,BD
apopa,SV
アポパ,SV
阿波帕,SV
아포파,SV
chas,IN
चास,IN
ชาส,IN
チャース,IN
查斯,IN
pudukkottai,IN
पुदुकोट्टई,IN
ปุทุโกฏไฏ,IN
プドゥコーッタイ,IN
本地科泰,IN
푸두코타이,IN
elgin,US
एल्गिन,US
เอลกิน,US
エルギン,US
埃尔金,US
엘긴,US
dharashiv,IN
धाराशिव,IN
ธาราศิว,IN
ダラシヴ,IN
达拉希夫,IN
다라시브,IN
tây cương,CN
xigang,CN
शिगांग,CN
ซีกั่ง,CN
西岗,CN
西崗,CN
시강구,CN
taipa,MO
ताइपा,MO
ไทปา,MO
タイパ,MO
氹仔,MO
타이파,MO
port blair,IN
पोर्ट ब्लेयर,IN
พอร์ตแบลร์,IN
ポートブレア,IN
布莱尔港,IN
포트블레어,IN
minatitlan,MX
minatitlán,MX
मिनाटित्लान,MX
มินาติตลัน,MX
ミナティトラン,MX
米納蒂特蘭,MX
미나티틀란,MX
esuk oron,NG
エスク・オロン,NG
에숙 오론,NG
furth,DE
fürth,DE
फ़्युर्थ,DE
เฟือร์ท,DE
フュルト,DE
菲尔特,DE
퓌르트,DE
atbara,SD
अतबरा,SD
อัฏบะเราะฮ์,SD
アトバラ,SD
阿特巴拉,SD
아트바라,SD
paulinia,BR
paulínia,BR
पाउलिनिया,BR
เปาลีเนีย,BR
パウリニア,BR
保利尼亚,BR
파울리니아,BR
vicence,IT
vicenza,IT
विчен्ज़ा,IT
วีเชนซา,IT
ヴィチェンツァ,IT
维琴察,IT
비첸차,IT
ciudad guzman,MX
ciudad guzmán,MX
シウダー・グスマン,MX
古斯曼城,MX
시우다드구스만,MX
west jordan,US
वेस्ट जॉर्डन,US
เวสต์จอร์แดน,US
ウェストジョーダン,US
西约旦,US
웨스트조던,US
ca mau,VN
cà mau,VN
का माऊ,VN
ก่าเมา,VN
カマウ,VN
金瓯,VN
까마우,VN
ribeirao pires,BR
ribeirão pires,BR
रिबेइराओ पिरेस,BR
ฮีเบย์เราปีรีส,BR
リベイラン・ピレス,BR
里贝朗普雷斯,BR
히베이랑피리스,BR
douma,SY
duma,SY
दूमा,SY
ดูมา,SY
ドゥーマー,SY
杜马,SY
zwolle,NL
ज़्वॉले,NL
ซโวลเลอ,NL
ズヴォレ,NL
兹沃勒,NL
즈볼러,NL
novokouïbychevsk,RU
novokujbyševsk,RU
novokuybyshevsk,RU
novokúibyshevsk,RU
nowokuibyschewsk,RU
nowokujbyszewsk,RU
नोवोकुय्बिशेव्स्क,RU
โนโวคูบีเชฟสค์,RU
ノヴォクイビシェフスク,RU
新古比雪夫斯克,RU
노보쿠이비솁스크,RU
bou saada,DZ
bou saâda,DZ
bu saada,DZ
बू सादा,DZ
บูซาดา,DZ
ブー・サアーダ,DZ
布萨达,DZ
부사다,DZ
abnoub,EG
abnub,EG
अबनूब,EG
อับนูบ,EG
アブヌーブ,EG
艾卜努卜,EG
아브누브,EG
quchan,IR
qutschan,IR
क़ुचान,IR
กูชาน,IR
グーチャーン,IR
库昌,IR
쿠찬,IR
kuningan,ID
कुनिंगन,ID
กูนีงัน,ID
クニンガン,ID
库宁安,ID
쿠닝안,ID
suriapet,IN
सूर्यापेट,IN
สุริยาเพฏ,IN
スーリヤペート,IN
苏里亚佩特,IN
수리아페트,IN
kandy,LK
कैंडी,LK
แคนดี,LK
キャンディ,LK
康提,LK
zefta,EG
zifta,EG
ज़िफ़्ता,EG
เซฟตา,EG
ゼフタ,EG
宰夫塔,EG
제프타,EG
bangaon,IN
बनगाँव,IN
บันกอน,IN
バンガオン,IN
班冈,IN
방가온,IN
inglewood,US
इंगलवुड,US
อิงเกิลวูด,US
イングルウッド,US
英格尔伍德,US
잉글우드,US
laoag,PH
लाओआग,PH
ลาออก,PH
ラオアグ,PH
拉瓦格,PH
라오아그,PH
kilis,TR
किलिस,TR
คิลิส,TR
キリス,TR
基利斯,TR
킬리스,TR
conselheiro lafaiete,BR
コンセリェイロ・ラファイエテ,BR
孔塞列鲁拉法耶蒂,BR
콘셀헤이루라파예치,BR
chhatarpur,IN
छतरपुर,IN
ฉัตรปุระ,IN
チャタルプル,IN
贾特拉普尔,IN
차타르푸르,IN
terrebonne,CA
テルボンヌ,CA
泰尔博讷,CA
테르본,CA
resende,BR
रेज़ेंदे,BR
เรเซนจี,BR
レゼンデ,BR
雷森迪,BR
헤젠지,BR
chelmsford,GB
चेम्सफोर्ड,GB
เชล์มสฟอร์ด,GB
チェルムスフォード,GB
切尔姆斯福德,GB
첼름스퍼드,GB
masdsched soleyman,IR
masjed soleiman,IR
masjed soleyman,IR
masjed-e solejman,IR
masjed-e soleyman,IR
मस्जिद-ए-सुलेमान,IR
มัสเจเดโซเลย์มอน,IR
マスジェデ・ソレイマーン,IR
马斯吉德苏莱曼,IR
마스제드솔레이만,IR
marzahn,DE
มาร์ทซาน,DE
マルツァーン,DE
马尔灿,DE
마르찬,DE
chiquimula,GT
चिकिमूला,GT
ชิกิมูลา,GT
チキムラ,GT
奇基穆拉,GT
치키물라,GT
cileunyi,ID
จีเลอญี,ID
チレウニ,ID
芝勒尼,ID
칠레우니,ID
ashoknagar kalyangarh,IN
aszoknagar kaljangarh,IN
अशोकनगर कल्याणगढ़,IN
อโศกนครกัลยาณครห์,IN
アショークナガル・カリヤーンガル,IN
阿肖克纳加尔-卡利扬加尔,IN
아쇼크나가르 칼랸가르,IN
mongu,ZM
मोंगू,ZM
มองกู,ZM
モング,ZM
蒙固,ZM
miluza,FR
mulhouse,FR
mülhausen,FR
मुलहाउस,FR
มูว์ลูซ,FR
ミュルーズ,FR
米卢斯,FR
뮐루즈,FR
al fqih ben calah,MA
al-fakih bin salih,MA
fkih ben salah,MA
フキフ・ベン・サラー,MA
弗基赫本塞拉赫,MA
프키벤살라,MA
beau bassin-rose hill,MU
ब्यू बेसिन-रोज़ हिल,MU
โบ-บาแซ็ง-โรซ-อียง,MU
ボーバッサン・ローズヒル,MU
博巴森-罗斯希尔,MU
보바생로즈힐,MU
sogamoso,CO
सोगामोसो,CO
โซกาโมโซ,CO
ソガモソ,CO
索加莫索,CO
소가모소,CO
araucaria,BR
araucária,BR
अरौकारिया,BR
อาราอูคาเรีย,BR
アラウカリア,BR
阿劳卡里亚,BR
아라우카리아,BR
mbale,UG
म्बाले,UG
อึมบาเล,UG
ンバレ,UG
姆巴莱,UG
음발레,UG
achalpur,IN
aczalpur,IN
अचलपूर,IN
อัจฉัลปุระ,IN
アチャルプル,IN
阿差尔普尔,IN
아찰푸르,IN
montreuil,FR
मोंत्रेय,FR
มงเทรย,FR
モントルイユ,FR
蒙特勒伊,FR
몽트뢰유,FR
kajang,MY
काजांग,MY
กาจัง,MY
カジャン,MY
加影,MY
카장,MY
terni,IT
टर्नी,IT
แตร์นี,IT
テルニ,IT
特尔尼,IT
테르니,IT
deesa,IN
disa,IN
डीसा,IN
ดีซา,IN
ディーサ,IN
迪萨,IN
nabadwip,IN
navadwip,IN
नवद्वीप,IN
นวทวิป,IN
ナバドウィープ,IN
纳巴德维普,IN
나바드위프,IN
maran,MY
मारान,MY
มารัน,MY
马兰,MY
kasuga,JP
कासुगा,JP
คาซูงะ,JP
春日,JP
가스가,JP
nsukka,NG
न्सुक्का,NG
ンスッカ,NG
恩苏卡,NG
은수카,NG
nguru,NG
न्गुरु,NG
ングル,NG
恩古魯,NG
응구루,NG
dongtai,CN
đông đài,CN
दोंगताई,CN
ตงไถ,CN
东台,CN
東台,CN
둥타이,CN
barsi,IN
बार्शी,IN
บาร์ซี,IN
バルシ,IN
巴尔西,IN
바르시,IN
mabopane,ZA
माबोपेन,ZA
マボパネ,ZA
马博帕内,ZA
마보파네,ZA
namen,BE
namur,BE
नामुर,BE
นามูร์,BE
ナミュール,BE
那慕爾,BE
나뮈르,BE
varzea paulista,BR
várzea paulista,BR
वार्ज़िया पॉलिस्ता,BR
วาร์เซอาเปาลิสตา,BR
ヴァールゼア・パウリスタ,BR
瓦尔泽亚保利斯塔,BR
바르제아파울리스타,BR
encheng,CN
ân thành,CN
恩城,CN
turhal,TR
तुरहाल,TR
ตูร์ฮัล,TR
トゥルハル,TR
图尔哈尔,TR
투르할,TR
bandar-e anzali,IR
बंदर-ए-अंज़ली,IR
บันดาร์-เอ อันซาลี,IR
バンダレ・アンザリー,IR
安扎利港,IR
반다르에안잘리,IR
richardson,US
रिचर्डसन,US
ริชาร์ดสัน,US
リチャードソン,US
理查德森,US
리처드슨,US
bochtar,TJ
bojtar,TJ
bokhtar,TJ
बोख़्तार,TJ
บอฆตาร์,TJ
ボフタール,TJ
博赫塔尔,TJ
보흐타르,TJ
hadejia,NG
हादेजिया,NG
ハデジア,NG
哈德贾,NG
하데지아,NG
chư kỵ,CN
zhuji,CN
झूजी,CN
จูจี้,CN
諸曁,CN
诸暨,CN
perpignan,FR
perpignano,FR
perpinhão,FR
perpiñán,FR
पेरपिग्नान,FR
แปร์ปีญ็อง,FR
ペルピニャン,FR
佩皮尼昂,FR
페르피냥,FR
lowell,US
लोवेल,US
โลเวลล์,US
ローウェル,US
洛厄尔,US
로웰,US
east independence,US
ईस्ट इंडिपेंडेंस,US
อีสต์อินดิเพนเดนซ์,US
イースト・インディペンデンス,US
이스트 인디펜던스,US
caen,FR
कां,FR
ก็อง,FR
カーン,FR
卡昂,FR
캉,FR
gresham,US
yenangyaung,MM
ग्रेशम,US
येनांग्यांग,MM
เกรแชม,US
เยนังเชียง,MM
イェナンジャウン,MM
グレシャム,US
仁安羌,MM
格雷舍姆,US
그레셤,US
예낭야웅,MM
antioch,US
antioquia,US
एन्टिओक,US
แอนติออก,US
アンティオキア,US
安条克,US
안티오키아,US
manzini,SZ
मांज़िनी,SZ
มันซินี,SZ
マンジニ,SZ
曼齐尼,SZ
만지니,SZ
saint-jean de terre-neuve,CA
san juan de terranova,CA
st. john's,CA
सेंट जॉन्स,CA
เซนต์จอห์นส์,CA
セントジョンズ,CA
圣约翰斯,CA
세인트존스,CA
delicias,ES
देलिसियास,ES
เดลิเซียส,ES
デリシアス,ES
德利西亚斯,ES
델리시아스,ES
masindi,UG
मसिंदी,UG
มาซินดี,UG
マシンディ,UG
马辛迪,UG
마신디,UG
kefar sawa,IL
kfar saba,IL
कफ़र सबा,IL
คฟาร์ซาบา,IL
クファル・サバ,IL
卡法萨巴,IL
크파르사바,IL
matsuto,JP
मात्सुदो,JP
sultanpur,IN
सुल्तानपुर,IN
สุลตานปุระ,IN
スルターンプル,IN
苏丹普尔,IN
술탄푸르,IN
cantonment di delhi,IN
cantonnement de delhi,IN
cantão de déli,IN
delhi cantonment,IN
दिल्ली छावनी,IN
เดลีแคนตันเมนต์,IN
デリー・カントンメント,IN
德里坎登门,IN
델리 칸톤먼트,IN
high point,US
हाई पॉइंट,US
ไฮพอยต์,US
ハイポイント,US
高点,US
하이포인트,US
billings,US
बिलिंग्स,US
บิลลิงส์,US
ビリングス,US
比灵斯,US
빌링스,US
datun,CN
đại đồn,CN
दातुन,CN
ต้าถุน,CN
大屯,CN
大屯 (だいとん),CN
대둔,CN
geylang,SG
गेलैंग,SG
เกลัง,SG
ゲイラン,SG
芽笼,SG
겔랑,SG
kresek,ID
क्रेसेक,ID
เกรเซ็ก,ID
クレセック,ID
克雷塞克,ID
크레섹,ID
bender,MD
bendery,MD
बेंडर,MD
เบนเดร์,MD
ベンデル,MD
本德尔,MD
벤데르,MD
mbombela,ZA
एम्बोम्बेला,ZA
อึมบอมเบลา,ZA
ムボンベラ,ZA
姆邦贝拉,ZA
음봄벨라,ZA
rodenkirchen,DE
โรเดินเคียร์เชิน,DE
ローデンキルヒェン,DE
罗登基兴,DE
로덴키르헨,DE
sembawang estate,SG
सेम्बवांग एस्टेट,SG
เซมบาวังเอสเตท,SG
センバワン・エステート,SG
三巴旺,SG
셈바왕 에스테이트,SG
garanhuns,BR
ガランフンス,BR
加拉尼溫斯,BR
가라늉스,BR
gabes,TN
gabès,TN
kabis,TN
गाबेस,TN
กาแบ็ส,TN
ガベス,TN
加贝斯,TN
가베스,TN
orcades,ZA
orcadi,ZA
orkady,ZA
orkney,ZA
órcadas,ZA
órcades,ZA
ओर्कनेय,ZA
ออร์กนีย์,ZA
オークニー,ZA
奥克尼,ZA
오크니,ZA
qingnian,CN
thanh niên,CN
tschingnian,CN
चिंगनियन,CN
ชิงเหนียน,CN
チンニアン,CN
青年,CN
temecula,US
टेमेकुला,US
เทเมคูลา,US
テメキュラ,US
特曼库拉,US
테메큘라,US
al-noumaniya,IQ
al-nu'maniyya,IQ
an nu'maniyah,IQ
an-numanijja,IQ
an-numaniyah,IQ
an-nuʿmānīya,IQ
cufa,IQ
koufa,IQ
kufa,IQ
lucapa,AO
mendip,GB
noiabrsk,RU
nojabr'sk,RU
nojabrsk,RU
noyabrsk,RU
noïabrsk,RU
ressano garcia,MZ
sengerema,TZ
अन नुमानियाह,IQ
कूफ़ा,IQ
नोयाब्स्क,RU
रेस्सानो गार्सिया,MZ
लुकापा,AO
सेंगेरेमा,TZ
กูฟา,IQ
ลูคาปา,AO
อันนุมานียะห์,IQ
เซงเกเรมา,TZ
เรสซาโน การ์เซีย,MZ
โนยาเบิร์สก์,RU
クーファ,IQ
センゲレマ,TZ
ヌーマニーヤ,IQ
ノヤブリスク,RU
メンディップ,GB
ルカパ,AO
レサノ・ガルシア,MZ
努马尼亚,IQ
卢卡帕,AO
塞伦盖雷马,TZ
库法,IQ
诺亚布里斯克,RU
门迪普,GB
雷萨诺加西亚,MZ
노야브리스크,RU
레사누가르시아,MZ
루카파,AO
멘딥,GB
센게레마,TZ
안누마니야,IQ
bataisk,RU
batajsk,RU
bataysk,RU
bataïsk,RU
बातायस्क,RU
บาไตสค์,RU
バタイスク,RU
巴泰斯克,RU
바타이스크,RU
pisa,IT
pise,IT
piza,IT
पीसा,IT
ปิซา,IT
ピサ,IT
比萨,IT
피사,IT
linshui,CN
lân thủy,CN
लिनशुई,CN
หลินสุ่ย,CN
邻水,CN
隣水,CN
린수이,CN
kamagaya,JP
कामागाया,JP
คามางายะ,JP
鎌ケ谷,JP
镰谷,JP
카마가야,JP
hailun,CN
hải luân,CN
हाइलुन,CN
ไห่หลุน,CN
ハイルン,CN
海伦,CN
하이룬,CN
ambur,IN
आम्बुर,IN
อัมบูร์,IN
アンブール,IN
安布尔,IN
암부르,IN
kecskemet,HU
kecskemét,HU
केचकेमेत,HU
เคชเคเมต,HU
ケチケメート,HU
凱奇凱梅特,HU
케치케메트,HU
seversk,RU
sewersk,RU
siewiersk,RU
séversk,RU
सेवेर्स्क,RU
เซเวิร์สก์,RU
セヴェルスク,RU
谢韦尔斯克,RU
세베르스크,RU
ciamis,ID
चिआमिस,ID
จียามิซ,ID
チアミス,ID
치아미스,ID
murrieta,US
マリエータ,US
穆列塔,US
머리에타,US
brovary,UA
browary,UA
ब्रोवरी,UA
โบรวารี,UA
ブロヴァリー,UA
布罗瓦里,UA
브로바리,UA
wakefield,GB
वेकफील्ड,GB
เวกฟีลด์,GB
ウェイクフィールド,GB
韦克菲尔德,GB
웨이크필드,GB
centennial,US
सेंटेनियल,US
เซนเทนเนียล,US
センテニアル,US
森特尼尔,US
센테니얼,US
shilong,CN
thạch long,CN
石龍,CN
石龙,CN
스룽,CN
thoi lai,VN
thới lai,VN
थोई लाई,VN
เถ้ยลาย,VN
トイライ,VN
勀來,VN
터이라이,VN
sejoumi,TN
sijumi,TN
séjoumi,TN
सेजूमी,TN
เซจูมิ,TN
セジュミ,TN
塞茹米,TN
세주미,TN
araruama,BR
अरारुआमा,BR
อารารูอามา,BR
アラルアマ,BR
阿拉鲁阿马,BR
아라루아마,BR
thiết lực,CN
tieli,CN
टिएली,CN
เถี่ยลี่,CN
てつりき,CN
铁力,CN
철력,CN
catanduva,BR
काटांडुवा,BR
กาตันดูวา,BR
カタンドゥーヴァ,BR
卡坦杜瓦,BR
카탄두바,BR
ad-daszira al-dżihadijja,MA
dcheira el jihadia,MA
dchira el jihadia,MA
ドシラ・エル・ジハディア,MA
드시라엘지하디아,MA
didao,CN
tích đạo,CN
डिडाओ,CN
ตีเต้า,CN
滴道,CN
디다오,CN
pelabuhanratu,ID
पेलाबुहानरातु,ID
เปอลาบูฮันราตู,ID
ペラブハンラトゥ,ID
巴拉布汉拉图,ID
펠라부한라투,ID
marugame,JP
मारुगामे,JP
มารูงาเมะ,JP
丸亀,JP
丸龟,JP
마루가메,JP
arsamas,RU
arzamas,RU
habikino,JP
अर्ज़ामास,RU
हाबिकिनो,JP
อาร์ซามาส,RU
ฮาบิกิโนะ,JP
アルザマス,RU
羽曳野,JP
阿尔扎马斯,RU
아르자마스,RU
하비키노,JP
phalaborwa,ZA
फालाबोरवा,ZA
ฟาลาบอร์วา,ZA
ファラボルワ,ZA
帕拉博鲁瓦,ZA
팔라보르와,ZA
walthamstow,GB
वॉल्थमस्टो,GB
วอลแทมสโตว์,GB
ウォルサムストウ,GB
沃尔瑟姆斯托,GB
월섬스토,GB
pueblo,US
प्यूब्लो,US
ปวยโบล,US
プエブロ,US
普韦布洛,US
푸에블로,US
narmadapuram,IN
नर्मदापुरम,IN
นรรมาทปุรัม,IN
ナルマダプラム,IN
讷尔默达布勒姆,IN
나르마다푸람,IN
guaianases,BR
グアイアナセス,BR
瓜亚纳塞斯,BR
구아이아나지스,BR
ijebu-igbo,NG
イジェブ・イグボ,NG
伊杰布-伊博,NG
이제부이그보,NG
sergiev posad,RU
sergijew possad,RU
sergiyev posad,RU
serguiev possad,RU
siergijew posad,RU
sérguiev posad,RU
सेर्गियेव पोसद,RU
เซียร์กีเยฟโปซาด,RU
セルギエフ・ポサード,RU
谢尔吉耶夫波萨德,RU
세르기예프포사트,RU
jianchang,CN
kiến xương,CN
जियानचांग,CN
เจี้ยนชาง,CN
建昌,CN
젠창,CN
hulan,CN
hô lan,CN
हूलान,CN
ฮูหลัน,CN
呼兰,CN
呼蘭,CN
후란,CN
matagalpa,NI
माटागाल्पा,NI
มาตากัลปา,NI
マタガルパ,NI
马塔加尔帕,NI
마타갈파,NI
leninsk kuźniecki,RU
leninsk-kouznetski,RU
leninsk-kusnezki,RU
leninsk-kuzneckij,RU
leninsk-kuznetsky,RU
léninsk-kuznetski,RU
लेनिन्स्क-कुज़नेत्स्की,RU
เลนินสค์-คุซเนตสกี,RU
レニンスク・クズネツキー,RU
列宁斯克-库兹涅茨基,RU
레닌스크쿠즈네츠키,RU
kiryu,JP
kiryū,JP
किर्यू,JP
คิริว,JP
桐生,JP
기류,JP
handeni,TZ
हांदेनी,TZ
ฮันเดนี,TZ
ハンデニ,TZ
汉代尼,TZ
한데니,TZ
chung tường,CN
zhongxiang,CN
झोंगश्यांग,CN
จงเสียง,CN
钟祥,CN
중샹,CN
franco da rocha,BR
フランコ・ダ・ホーシャ,BR
弗朗库-达罗沙,BR
프랑쿠다호샤,BR
iwatsuki,JP
इवात्सुकी,JP
อิวะสึกิ,JP
岩槻,JP
이와쓰키,JP
pearland,US
पियरलैंड,US
เพียร์แลนด์,US
ペアランド,US
佩尔兰,US
페어랜드,US
dehui,CN
đức huệ,CN
देहुई,CN
เต๋อฮุ่ย,CN
徳恵,CN
德惠,CN
더후이,CN
waterbury,US
वॉटरबरी,US
วอเทอร์เบอรี,US
ウォーターベリー,US
沃特伯里,US
워터베리,US
boulogne-billancourt,FR
बूलॉन-बिलानकोर्ट,FR
บูโลญ-บียงกูร์,FR
ブローニュ＝ビヤンクール,FR
布洛涅-比扬古,FR
불로뉴비양쿠르,FR
kalisch,PL
kalisz,PL
warisan,AE
कालिश,PL
वारिसान,AE
กาลิตช์,PL
วาริซัน,AE
カリシュ,PL
ワリサン,AE
华丽山,AE
卡利什,PL
와리산,AE
칼리시,PL
mascara,DZ
मस्काऱा,DZ
มาสคารา,DZ
マスカラ,DZ
马斯卡拉,DZ
마스카라,DZ
moncton,CA
मॉन्कटन,CA
มังก์ตัน,CA
モンクトン,CA
蒙克顿,CA
멍크턴,CA
sawai madhopur,IN
सवाई माधोपुर,IN
