entity,extra_info
자루 소바,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Japanese""}"
장어덮밥,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Japanese""}"
조니,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Japanese""}"
차완무시,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Japanese""}"
찬코나베,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Japanese""}"
찬푸루,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Japanese""}"
참치덮밥,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Japanese""}"
초밥,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Japanese""}"
치토세아메,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Japanese""}"
카라스미,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Japanese""}"
카레우동,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Japanese""}"
카루칸,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Japanese""}"
카린토,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Japanese""}"
카모 난반,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Japanese""}"
카스테라,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Japanese""}"
카쿠니,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Japanese""}"
카키고리,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Japanese""}"
카테메시,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Japanese""}"
칸텐,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Japanese""}"
코노와타,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Japanese""}"
콘페이토,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Japanese""}"
콤부차,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Japanese""}"
쿠사모치,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Japanese""}"
쿠시카츠,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Japanese""}"
쿠즈모치,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Japanese""}"
쿠키차,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Japanese""}"
키리탄포,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Japanese""}"
킨피라 고보,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Japanese""}"
타코야키,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Japanese""}"
타타키,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Japanese""}"
테치리,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Japanese""}"
토코로텐,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Japanese""}"
하나비라모치,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Japanese""}"
하야시라이스,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Japanese""}"
호시가키,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Japanese""}"
호지차,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Japanese""}"
후구,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Japanese""}"
히모노,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Japanese""}"
히야시 츄카,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Japanese""}"
히야야코,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Japanese""}"
야키니쿠,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Japanese""}"
김치나베,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Japanese""}"
고로케,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Japanese""}"
오벤토,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Japanese""}"
갈비,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Korean""}"
갈비찜,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Korean""}"
갈비탕,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Korean""}"
감자탕,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Korean""}"
강정,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Korean""}"
강회,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Korean""}"
건진국수,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Korean""}"
계란빵,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Korean""}"
계란찜,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Korean""}"
고추전,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Korean""}"
곱창구이,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Korean""}"
곱창전골,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Korean""}"
과편,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Korean""}"
구절판,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Korean""}"
국밥,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Korean""}"
군밤,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Korean""}"
굴국밥,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Korean""}"
김밥,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Korean""}"
김치부침개,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Korean""}"
깍두기,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Korean""}"
깐풍기,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Korean""}"
깐풍새우,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Korean""}"
깻잎김치,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Korean""}"
꿀타래,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Korean""}"
나박김치,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Korean""}"
냉면,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Korean""}"
누룽지,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Korean""}"
다식,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Korean""}"
단자,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Korean""}"
닭갈비,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Korean""}"
닭꼬치,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Korean""}"
닭도리탕,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Korean""}"
닭한마리,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Korean""}"
대구전,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Korean""}"
도라지생채,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Korean""}"
돌솥비빔밥,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Korean""}"
동치미,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Korean""}"
돼지국밥,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Korean""}"
두릅나물,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Korean""}"
두부전,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Korean""}"
떡,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Korean""}"
떡국,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Korean""}"
라조기,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Korean""}"
막국수,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Korean""}"
막창구이,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Korean""}"
만두국,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Korean""}"
매운탕,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Korean""}"
메밀묵,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Korean""}"
무지개떡,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Korean""}"
민어전,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Korean""}"
백김치,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Korean""}"
버섯구이,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Korean""}"
번데기,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Korean""}"
보신탕,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Korean""}"
부대찌개,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Korean""}"
부추김치,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Korean""}"
불고기,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Korean""}"
비빔밥,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Korean""}"
빈대떡,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Korean""}"
산낙지,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Korean""}"
삼겹살,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Korean""}"
삼계탕,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Korean""}"
새우젓찌개,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Korean""}"
생선구이,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Korean""}"
생선찌개,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Korean""}"
설렁탕,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Korean""}"
소보로빵,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Korean""}"
송편,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Korean""}"
숙실과,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Korean""}"
숙회,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Korean""}"
순대,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Korean""}"
순두부찌개,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Korean""}"
시루떡,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Korean""}"
쌈밥,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Korean""}"
아구찜,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Korean""}"
안동찜닭,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Korean""}"
안주,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Korean""}"
애호박부침개,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Korean""}"
약식,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Korean""}"
어만두,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Korean""}"
어묵,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Korean""}"
엿,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Korean""}"
엿강정,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Korean""}"
오곡밥,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Korean""}"
오리탕,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Korean""}"
오이생채,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Korean""}"
오이선,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Korean""}"
울면,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Korean""}"
육개장,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Korean""}"
육회,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Korean""}"
인절미,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Korean""}"
잔치국수,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Korean""}"
쟁반국수,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Korean""}"
전,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Korean""}"
전복찜,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Korean""}"
절편,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Korean""}"
정과,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Korean""}"
주먹밥,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Korean""}"
쥐포,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Korean""}"
짜장면,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Korean""}"
찹쌀떡,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Korean""}"
총각김치,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Korean""}"
추어탕,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Korean""}"
취나물,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Korean""}"
칼국수,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Korean""}"
컵밥,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Korean""}"
콩나물,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Korean""}"
콩밥,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Korean""}"
콩자반,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Korean""}"
팥빙수,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Korean""}"
표고전,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Korean""}"
해장국,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Korean""}"
호두과자,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Korean""}"
호박나물,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Korean""}"
호박전,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Korean""}"
화전,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Korean""}"
황남빵,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Korean""}"
회덮밥,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Korean""}"
회오리감자,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Korean""}"
석화구이,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Korean""}"
조개구이,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Korean""}"
브라소 데 히타노,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Mexican""}"
알본디가스,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Mexican""}"
핀토빈,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Mexican""}"
견과류 수프,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Mexican""}"
고르디타스,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Mexican""}"
과일 샐러드,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Mexican""}"
과카몰레,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Mexican""}"
그링가스,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Mexican""}"
노팔리토스,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Mexican""}"
둘세 데 레체,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Mexican""}"
디스카다,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Mexican""}"
땅콩 마지판,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Mexican""}"
또르띠야,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Mexican""}"
또르띠야 수프,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Mexican""}"
라스파도,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Mexican""}"
라임 수프,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Mexican""}"
로스카 데 레예스,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Mexican""}"
마르케시타,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Mexican""}"
마차카,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Mexican""}"
만차 만텔레스,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Mexican""}"
메누도,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Mexican""}"
메멜라,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Mexican""}"
멕시칸식 계란 요리,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Mexican""}"
모롱가,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Mexican""}"
몰레 블랑코,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Mexican""}"
몰레테스,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Mexican""}"
몰로테스,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Mexican""}"
바르바코아,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Mexican""}"
베라크루즈식 레드 스내퍼,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Mexican""}"
볼리요스,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Mexican""}"
부리토,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Mexican""}"
비리아,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Mexican""}"
비스코초스,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Mexican""}"
비스텍,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Mexican""}"
비오니코,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Mexican""}"
뽀요 모툴레뇨,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Mexican""}"
뽀요 아사도,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Mexican""}"
사슴고기,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Mexican""}"
산타 클라라 토르티타스,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Mexican""}"
살부테스,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Mexican""}"
살사 베르데,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Mexican""}"
살사 치포틀레,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Mexican""}"
생선 필레,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Mexican""}"
세미타스 샌드위치,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Mexican""}"
소페스,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Mexican""}"
소혀 요리,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Mexican""}"
신크로니사다스,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Mexican""}"
아구아칠레,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Mexican""}"
아도보 토끼 요리,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Mexican""}"
아로스 아 라 툼바다,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Mexican""}"
아포레아디요,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Mexican""}"
알 파스토르 타코,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Mexican""}"
얼린 바나나,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Mexican""}"
엔칠라다,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Mexican""}"
엔토마타다스,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Mexican""}"
엘로테,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Mexican""}"
우아라체스,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Mexican""}"
우에보스 모툴레뇨스,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Mexican""}"
우이틀라코체,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Mexican""}"
유카,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Mexican""}"
차랄레스,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Mexican""}"
차모이,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Mexican""}"
차풀리네스,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Mexican""}"
찰루파,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Mexican""}"
초리케소,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Mexican""}"
총고스 사모라노스,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Mexican""}"
치미창가스,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Mexican""}"
치킨 수프,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Mexican""}"
칠라킬레스,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Mexican""}"
칠로리오,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Mexican""}"
카르네 아 라 탐피케냐,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Mexican""}"
카르네 아사다,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Mexican""}"
카르니타스,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Mexican""}"
카를로타 데 리몬,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Mexican""}"
카모테,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Mexican""}"
카브리토,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Mexican""}"
카헤타,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Mexican""}"
카헤타 데 피냐 이 플라타노,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Mexican""}"
칼도 데 마리스코스,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Mexican""}"
칼도 데 케소,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Mexican""}"
칼도 데 포요,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Mexican""}"
칼도 틀랄페뇨,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Mexican""}"
칼라바사 엔 타차,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Mexican""}"
칼라바시타스 콘 푸에르코,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Mexican""}"
케사디야,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Mexican""}"
케소,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Mexican""}"
케소 데 푸에르코,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Mexican""}"
케소 플라메아도,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Mexican""}"
코룬다,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Mexican""}"
코치니타 피빌,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Mexican""}"
쿠르티도,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Mexican""}"
쿠이틀라코체,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Mexican""}"
크림 고르디타스,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Mexican""}"
타코,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Mexican""}"
토르타스,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Mexican""}"
토스타다스,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Mexican""}"
토스틸로코스,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Mexican""}"
토토포,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Mexican""}"
틀라유다스,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Mexican""}"
틀라코요스,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Mexican""}"
파누초,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Mexican""}"
파리야다스,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Mexican""}"
파스텔 아즈테카,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Mexican""}"
파티타스,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Mexican""}"
파파줄레스,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Mexican""}"
파히타스,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Mexican""}"
팔미에,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Mexican""}"
페피안,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Mexican""}"
프리홀레스,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Mexican""}"
프리홀레스 차로스,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Mexican""}"
프리홀레스 푸에르코스,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Mexican""}"
